#
# FILENAMES TO SPECIES NAMES CONVERSION TABLE
#
# MACRO:A:EXTS:.bam.11.jf
# MACRO:A:EXTS:.cram.11.jf
# MACRO:A:EXTS:.11.jf
#
# MACRO:A:EXTS:.bam.15.jf
# MACRO:A:EXTS:.cram.15.jf
# MACRO:A:EXTS:.15.jf
#
# MACRO:A:EXTS:.bam.17.jf
# MACRO:A:EXTS:.cram.17.jf
# MACRO:A:EXTS:.17.jf
#
# MACRO:A:EXTS:.bam.21.jf
# MACRO:A:EXTS:.cram.21.jf
# MACRO:A:EXTS:.21.jf
#
# MACRO:A:EXTS:.bam.31.jf
# MACRO:A:EXTS:.cram.31.jf
# MACRO:A:EXTS:.31.jf
#
# MACRO:A:EXTS:.bam.jf
# MACRO:A:EXTS:.cram.jf
# MACRO:A:EXTS:.jf

# DENOVO
/mnt/scratch/aflit001/nobackup/phylogenomics_raw/denovo/sa.CLC-830MB-tryout2.fa	Solanum arcanum denovo fasta CLC 
/mnt/scratch/aflit001/nobackup/phylogenomics_raw/denovo/sa.fa.bam.filtered	Solanum arcanum raw
/mnt/scratch/aflit001/nobackup/phylogenomics_raw/denovo/sa.fa	Solanum arcanum denovo fasta APLG
/mnt/scratch/aflit001/nobackup/phylogenomics_raw/denovo/sh.fa.bam.filtered	Solanum habrochaites raw
/mnt/scratch/aflit001/nobackup/phylogenomics_raw/denovo/sh.fa	Solanum habrochaites denovo fasta APLG
/mnt/scratch/aflit001/nobackup/phylogenomics_raw/denovo/sl.fa.bam.filtered	Solanum lycopersicum raw
/mnt/scratch/aflit001/nobackup/phylogenomics_raw/denovo/sl.fa	Solanum lycopersicum denovo APLG
/mnt/scratch/aflit001/nobackup/phylogenomics_raw/denovo/sp.fa.bam.filtered	Solanum pennellii raw
/mnt/scratch/aflit001/nobackup/phylogenomics_raw/denovo/sp.fa	Solanum pennellii denovo APLG

# RESEQ
/mnt/scratch/aflit001/nobackup/phylogenomics_raw/reseq/RF_001_SZAXPI008746-45	S.lyc LA2706 Moneymaker
/mnt/scratch/aflit001/nobackup/phylogenomics_raw/reseq/RF_002_SZAXPI009284-57	S.lyc LA2838A Alisa Craig
/mnt/scratch/aflit001/nobackup/phylogenomics_raw/reseq/RF_003_SZAXPI009285-62	S.lyc PI406760 Gardeners delight
/mnt/scratch/aflit001/nobackup/phylogenomics_raw/reseq/RF_004_SZAXPI009286-74	S.lyc LA1090 Rutgers
/mnt/scratch/aflit001/nobackup/phylogenomics_raw/reseq/RF_005_SZAXPI009287-75	S.lyc EA00325 Galina
/mnt/scratch/aflit001/nobackup/phylogenomics_raw/reseq/RF_006_SZAXPI009288-79	S.lyc EA00488 Taxi
/mnt/scratch/aflit001/nobackup/phylogenomics_raw/reseq/RF_007_SZAXPI009289-84	S.lyc EA00375 Katinka Cherry
/mnt/scratch/aflit001/nobackup/phylogenomics_raw/reseq/RF_008_SZAXPI009290-87	S.lyc EA00371 John's big orange
/mnt/scratch/aflit001/nobackup/phylogenomics_raw/reseq/RF_011_SZAXPI009291-88	S.lyc LA2463 Allround
/mnt/scratch/aflit001/nobackup/phylogenomics_raw/reseq/RF_012_SZAXPI009292-89	S.lyc LYC1969 Sonata
